booking_id;booking_date;booking _channel;customer_id;stay_start_date;number_of_nights;per_night_rate;hotel_id
RES011263;2024/09/07;Velora.com;227;2024/09/10;1;168,45;107
RES011264;2024/10/18;At the hotel;125;2024/10/20;1;78;108
RES011265;2024/08/14;Phone;319;2024/09/09;1;269,3;108
RES011266;2024/10/26;Velora.com;230;2024/10/31;1;112,65;110
RES011267;2024/10/01;GDS;102;2024/10/09;1;117,89;105
RES011268;2024/08/24;At the hotel;131;2024/09/05;2;33,73;108
RES011269;2024/08/23;Velora.com;322;2024/10/09;2;230,22;110
RES011270;2024/09/24;App;373;2024/11/22;1;166,5;107
RES011271;2024/10/22;At the hotel;213;2024/10/25;2;0;103
RES011272;2024/10/05;At the hotel;54;2024/10/15;2;0;107
RES011273;2024/08/30;GDS;482;2024/09/12;1;133,13;108
RES011274;2024/09/08;App;383;2024/09/08;2;138,18;110
RES011275;2024/09/11;Velora.com;58;2024/09/21;2;143,18;105
RES011276;2024/09/26;At the hotel;77;2024/10/03;1;160,53;102
RES011277;2024/09/29;App;239;2024/10/01;5;146,92;107
RES011278;2024/08/26;GDS;433;2024/09/10;2;138,05;101
RES011279;2024/09/27;GDS;397;2024/09/28;1;120,48;103
RES011280;2024/09/06;Phone;323;2024/10/22;2;128,61;106
RES011281;2024/08/16;GDS;84;2024/10/15;1;82,6;105
RES011282;2024/08/08;Velora.com;315;2024/09/04;1;247,19;103
RES011283;2024/09/19;GDS;339;2024/09/26;3;157,57;101
RES011284;2024/10/08;At the hotel;74;2024/10/14;2;141,56;109
RES011285;2024/10/07;At the hotel;461;2024/10/08;2;204,82;105
RES011286;2024/09/26;GDS;359;2024/10/15;4;187,99;106
RES011287;2024/09/13;At the hotel;125;2024/09/13;1;120,48;101
RES011288;2024/09/14;Velora.com;181;2024/09/27;3;156,75;104
RES011289;2024/06/15;Velora.com;259;2024/09/05;2;294,56;110
RES011290;2024/10/19;GDS;412;2024/10/22;2;132,53;110
RES011291;2024/09/06;GDS;330;2024/09/18;3;246,59;106
RES011293;2024/09/19;Velora.com;435;2024/09/19;2;170,98;102
RES011294;2024/09/20;Velora.com;268;2024/10/01;1;219,2;109
RES011295;2024/10/28;At the hotel;243;2024/10/30;3;126,61;108
RES011296;2024/10/01;Velora.com;258;2024/10/07;1;218,14;109
RES011297;2024/09/29;GDS;68;2024/10/03;1;117,74;110
RES011298;2024/10/25;Velora.com;158;2024/10/27;1;141,39;103
RES011299;2024/09/11;Velora.com;442;2024/09/16;2;120,34;107
RES011300;2024/08/28;At the hotel;390;2024/09/08;1;72,29;109
RES011301;2024/08/09;App;494;2024/09/20;3;162,78;101
RES011302;2024/10/07;At the hotel;356;2024/10/10;1;178,7;103
RES011303;2024/08/26;App;154;2024/09/08;3;138,55;107
RES011304;2024/09/19;Velora.com;39;2024/10/08;2;158,6;102
RES011305;2024/09/23;Connected Wholesaler;104;2024/09/27;2;76,04;110
RES011306;2024/09/12;App;172;2024/09/16;1;122,13;101
RES011307;2024/09/02;App;453;2024/09/26;3;225,37;104
RES011308;2024/09/14;App;420;2024/09/19;1;210,13;106
RES011309;2024/10/04;Velora.com;371;2024/10/14;1;192,75;105
RES011310;2024/10/11;At the hotel;45;2024/10/14;2;33,73;104
RES011311;2024/09/23;Other;38;2024/09/29;1;116,87;106
RES011312;2024/09/14;Velora.com;470;2024/10/24;1;35,73;107
RES011313;2024/06/25;GDS;382;2024/09/06;3;227,1;103
RES011314;2024/09/26;Phone;43;2024/09/29;1;128,91;102
RES011315;2024/09/05;At the hotel;50;2024/09/07;2;70,48;109
RES011316;2024/09/16;At the hotel;206;2024/09/17;1;63,03;107
RES011317;2024/10/05;Velora.com;52;2024/10/11;3;105,42;101
RES011318;2024/09/30;At the hotel;94;2024/10/06;2;34,2;110
RES011319;2024/08/31;Velora.com;224;2024/09/06;2;188,46;109
RES011320;2024/10/27;At the hotel;351;2024/10/27;1;118,8;103
RES011321;2024/09/30;At the hotel;409;2024/10/17;3;310,3;105
RES011322;2024/09/30;Velora.com;127;2024/09/30;2;129,99;105
RES011323;2024/08/26;GDS;312;2024/10/02;1;102,49;108
RES011324;2024/09/11;GDS;119;2024/09/17;2;154,54;103
RES011325;2024/09/30;At the hotel;198;2024/10/01;1;168,32;104
RES011326;2024/08/29;GDS;343;2024/10/14;1;228,61;106
RES011327;2024/07/25;GDS;330;2024/09/14;1;170,91;108
RES011328;2024/09/07;Velora.com;346;2024/09/25;2;0;101
RES011329;2024/09/29;At the hotel;369;2024/10/05;1;70,54;107
RES011330;2024/07/29;GDS;159;2024/10/03;1;147,11;106
RES011331;2024/09/18;Phone;48;2024/10/01;2;122,88;103
RES011332;2024/07/19;Velora.com;232;2024/09/07;3;103,13;104
RES011333;2024/09/19;Velora.com;396;2024/09/25;2;210,09;101
RES011334;2024/10/07;Velora.com;463;2024/11/08;2;153,48;106
RES011335;2024/08/06;GDS;30;2024/09/14;2;130,12;105
RES011336;2024/10/11;Velora.com;300;2024/11/02;2;178,48;106
RES011337;2024/09/22;At the hotel;26;2024/09/22;3;63,25;103
RES011338;2024/09/29;Velora.com;220;2024/10/14;1;290,77;108
RES011339;2024/07/18;Velora.com;328;2024/10/10;1;118,18;101
RES011340;2024/10/20;Phone;463;2024/10/20;5;112,74;103
RES011341;2024/10/16;Velora.com;437;2024/10/28;3;199,56;107
RES011342;2024/08/15;GDS;479;2024/09/17;2;207,39;101
RES011343;2024/08/30;Connected Wholesaler;421;2024/09/18;1;196,97;102
RES011344;2024/10/18;At the hotel;290;2024/10/19;1;33,94;108
RES011345;2024/08/18;Velora.com;490;2024/10/07;1;33,78;110
RES011346;2024/09/12;App;453;2024/09/13;1;138,55;105
RES011347;2024/10/13;App;389;2024/10/13;1;117,47;103
RES011348;2024/08/14;GDS;298;2024/09/22;3;175,08;102
RES011349;2024/09/01;App;90;2024/10/09;2;242,86;109
RES011350;2024/09/09;Velora.com;195;2024/10/30;3;198,67;107
RES011351;2024/09/27;Phone;483;2024/10/04;2;157,83;101
RES011352;2024/10/26;Velora.com;247;2024/10/29;2;150;101
RES011353;2024/10/15;GDS;201;2024/11/16;3;163,63;107
RES011354;2024/09/29;Velora.com;248;2024/09/30;1;147,28;106
RES011355;2024/09/17;Phone;369;2024/10/10;2;132,53;108
RES011356;2024/09/27;Velora.com;334;2024/11/01;5;59,34;108
RES011357;2024/10/15;At the hotel;363;2024/10/15;3;187,95;103
RES011358;2024/09/27;GDS;88;2024/10/27;1;128,79;101
RES011359;2023/10/20;Velora.com;328;2024/09/26;3;184,19;105
RES011360;2024/10/18;Connected Wholesaler;285;2024/10/26;1;104,68;109
RES011361;2024/10/11;Velora.com;354;2024/10/11;4;112,74;102
RES011362;2024/09/14;Velora.com;321;2024/10/02;2;194,87;106
RES011363;2024/10/12;GDS;400;2024/10/24;1;152,66;109
RES011364;2024/09/04;At the hotel;398;2024/09/06;2;149,4;103
RES011365;2024/09/11;GDS;245;2024/09/11;2;82,6;105
RES011366;2024/09/13;At the hotel;334;2024/10/20;1;216,86;102
RES011367;2024/09/15;At the hotel;178;2024/09/19;2;132,53;107
RES011368;2024/08/25;Phone;132;2024/10/12;2;192,51;102
RES011369;2024/09/03;GDS;373;2024/10/22;2;224,07;106
RES011370;2024/09/02;GDS;306;2024/10/19;2;150,59;106
RES011371;2024/06/26;At the hotel;191;2024/10/01;1;188,54;104
RES011372;2024/10/03;Connected Wholesaler;39;2024/10/03;2;95,78;103
RES011373;2024/10/09;At the hotel;323;2024/10/10;2;114,8;108
RES011375;2024/10/11;Velora.com;53;2024/11/11;1;130,36;104
RES011376;2024/08/21;Velora.com;97;2024/09/23;2;324,24;101
RES011377;2024/08/18;Phone;72;2024/09/20;2;176,58;107
RES011378;2024/10/26;GDS;423;2024/10/29;2;151,51;110
RES011379;2024/09/08;Velora.com;12;2024/09/09;2;134,4;110
RES011380;2024/10/03;App;456;2024/10/15;5;187,47;103
RES011381;2024/09/18;Velora.com;266;2024/10/14;1;143,62;101
RES011382;2024/09/12;GDS;176;2024/09/29;1;141,8;101
RES011383;2024/08/14;GDS;88;2024/09/11;4;156,62;101
RES011384;2024/09/07;Phone;41;2024/09/16;1;228,44;103
RES011385;2024/10/24;GDS;284;2024/11/28;1;148,18;110
RES011386;2024/10/26;App;196;2024/10/27;3;174,33;103
RES011387;2024/10/02;At the hotel;424;2024/10/02;3;0;108
RES011388;2024/10/09;Connected Wholesaler;419;2024/10/23;2;94,22;109
RES011389;2024/10/19;Velora.com;157;2024/10/24;3;141,68;105
RES011390;2024/10/22;Velora.com;236;2024/10/22;1;294,78;110
RES011391;2024/10/15;Phone;319;2024/11/03;1;216,36;108
RES011392;2024/09/23;At the hotel;236;2024/10/06;1;113,94;101
RES011393;2024/10/02;GDS;280;2024/10/06;3;99,39;101
RES011394;2024/09/21;Velora.com;47;2024/10/27;3;122,99;110
RES011395;2024/09/02;At the hotel;269;2024/09/03;1;168,32;105
RES011396;2024/08/18;App;200;2024/09/13;3;243,05;102
RES011397;2024/09/06;Phone;61;2024/09/21;1;188,62;110
RES011398;2024/08/17;Phone;182;2024/10/01;1;59,34;110
RES011399;2024/09/19;Connected Wholesaler;404;2024/10/14;2;153,74;108
RES011400;2024/10/06;App;166;2024/10/12;2;128,91;103
RES011401;2024/09/19;At the hotel;279;2024/09/21;1;187,7;109
RES011402;2024/09/03;App;63;2024/09/19;2;174,35;102
RES011403;2024/09/14;Velora.com;273;2024/10/01;1;143,03;101
RES011404;2024/08/29;GDS;339;2024/10/16;1;210,15;103
RES011405;2024/10/13;GDS;495;2024/10/28;1;117,77;109
RES011406;2024/08/07;At the hotel;427;2024/10/28;1;156,62;105
RES011407;2024/09/02;At the hotel;303;2024/09/08;1;70,54;104
RES011408;2024/09/07;GDS;111;2024/09/11;2;133,94;105
RES011409;2024/10/07;Velora.com;222;2024/10/15;1;112,65;109
RES011410;2024/09/06;At the hotel;136;2024/09/08;1;0;103
RES011411;2024/09/20;Velora.com;333;2024/09/25;3;211,36;102
RES011412;2024/09/18;App;348;2024/10/01;1;213,73;110
RES011413;2024/07/31;GDS;313;2024/10/21;4;192,75;108
RES011414;2024/09/09;GDS;56;2024/09/21;1;132,52;109
RES011415;2024/09/05;At the hotel;35;2024/09/05;2;124,71;103
RES011416;2024/09/11;Velora.com;13;2024/09/15;3;147,28;104
RES011417;2024/09/06;GDS;69;2024/09/10;1;143,37;107
RES011418;2024/08/03;GDS;62;2024/09/17;1;174,09;101
RES011419;2024/08/21;Phone;187;2024/10/07;1;170,86;102
RES011420;2024/08/14;GDS;149;2024/10/07;2;154,54;105
RES011421;2024/08/03;At the hotel;285;2024/10/02;1;105,42;101
RES011422;2024/10/02;Velora.com;196;2024/10/05;1;33,99;110
RES011423;2024/10/17;Phone;4;2024/10/30;1;258,62;108
RES011424;2024/09/13;Velora.com;232;2024/09/18;1;211,02;110
RES011425;2024/05/30;At the hotel;500;2024/10/15;4;112,05;108
RES011426;2024/05/06;GDS;408;2024/09/18;1;252,68;105
RES011427;2024/10/19;At the hotel;80;2024/10/20;2;120;104
RES011428;2024/08/17;Velora.com;490;2024/09/25;1;156,62;109
RES011429;2024/10/15;At the hotel;50;2024/10/17;1;70,48;108
RES011430;2024/08/18;GDS;329;2024/10/03;3;128,84;110
RES011431;2024/09/14;Velora.com;468;2024/10/23;3;129,88;103
RES011432;2024/10/11;GDS;143;2024/10/15;1;117,77;105
RES011434;2024/04/27;Velora.com;267;2024/10/05;2;121,68;107
RES011435;2024/09/26;Velora.com;420;2024/11/01;1;153,6;103
RES011436;2024/10/04;At the hotel;393;2024/10/10;1;168,67;103
RES011437;2024/09/29;Phone;137;2024/10/03;1;151,03;109
RES011438;2024/10/29;Velora.com;231;2024/10/29;2;151,51;109
RES011439;2024/08/28;GDS;476;2024/09/24;3;200,45;103
RES011440;2024/09/09;GDS;10;2024/09/13;1;130,68;104
RES011441;2024/08/25;Phone;310;2024/09/19;1;114,11;107
RES011442;2024/09/17;At the hotel;332;2024/09/18;2;189,36;109
RES011443;2024/09/22;App;363;2024/09/22;1;143,37;108
RES011444;2024/10/19;Velora.com;296;2024/10/25;2;181,08;102
RES011445;2024/09/04;Connected Wholesaler;433;2024/09/08;2;96,69;107
RES011446;2024/09/27;At the hotel;238;2024/10/11;1;81,92;107
RES011447;2024/09/26;GDS;32;2024/09/30;1;128,91;106
RES011448;2024/10/23;GDS;272;2024/10/25;3;137,46;107
RES011449;2024/10/11;At the hotel;440;2024/10/16;2;151,8;101
RES011450;2024/08/31;Velora.com;174;2024/09/24;1;194,8;106
RES011451;2024/08/03;Connected Wholesaler;465;2024/09/25;1;169,46;101
RES011452;2024/09/23;At the hotel;368;2024/09/25;1;190,36;103
RES011453;2024/09/21;App;291;2024/09/21;5;141,73;104
RES011454;2024/09/12;GDS;105;2024/10/15;2;120,48;109
RES011455;2024/08/30;GDS;97;2024/09/15;2;108,01;101
RES011456;2024/09/25;GDS;48;2024/10/09;1;141,73;107
RES011457;2024/09/28;Velora.com;424;2024/10/04;1;228,61;108
RES011458;2024/10/07;GDS;478;2024/10/14;2;168,45;105
RES011459;2024/09/27;GDS;3;2024/10/02;1;126,95;106
RES011460;2024/10/13;At the hotel;365;2024/10/23;3;0;108
RES011461;2024/10/23;GDS;472;2024/10/31;1;171,51;110
RES011462;2024/09/25;Velora.com;261;2024/09/27;2;120,48;102
RES011463;2024/08/28;Velora.com;431;2024/09/27;4;157,93;102
RES011464;2024/09/28;At the hotel;288;2024/10/05;1;211,92;105
RES011465;2024/10/19;At the hotel;490;2024/10/24;3;113,57;104
RES011466;2024/09/10;GDS;484;2024/09/18;3;112,05;103
RES011467;2024/09/28;At the hotel;323;2024/10/01;1;70,48;106
RES011468;2024/10/09;GDS;13;2024/10/23;1;253,51;106
RES011469;2024/09/07;GDS;479;2024/10/07;1;164,88;110
RES011471;2024/10/16;App;265;2024/10/19;2;120,48;110
RES011472;2024/10/02;Phone;438;2024/10/09;3;206,02;104
RES011473;2024/09/16;Phone;182;2024/09/29;2;163,99;110
RES011474;2024/09/24;At the hotel;202;2024/09/28;2;149,4;106
RES011475;2024/10/08;Velora.com;73;2024/10/10;1;177,09;106
RES011476;2024/09/09;App;269;2024/09/15;1;264,08;106
RES011477;2024/09/04;At the hotel;281;2024/09/06;1;149,4;104
RES011478;2024/09/25;Velora.com;30;2024/10/05;2;116,96;102
RES011479;2024/09/28;At the hotel;195;2024/10/02;1;545,02;106
RES011480;2024/09/05;Velora.com;234;2024/09/13;1;114,53;104
RES011481;2024/09/14;App;354;2024/10/04;2;164,88;107
RES011482;2024/10/14;Velora.com;408;2024/10/19;2;129,63;107
RES011483;2024/10/11;GDS;186;2024/10/21;2;162,78;101
RES011484;2024/09/07;At the hotel;183;2024/09/09;3;228,61;105
RES011485;2024/08/26;App;86;2024/09/10;1;100,96;103
RES011486;2024/09/21;Velora.com;500;2024/09/22;2;133,73;102
RES011487;2024/06/21;Phone;404;2024/10/17;1;141,61;107
RES011488;2024/09/28;At the hotel;316;2024/10/01;1;126,61;108
RES011489;2024/10/14;At the hotel;101;2024/10/18;1;132,53;108
RES011490;2024/10/10;Velora.com;14;2024/10/14;1;120,25;106
RES011491;2024/09/29;App;91;2024/10/24;1;235,13;105
RES011492;2024/08/02;GDS;120;2024/10/04;1;163,63;108
RES011493;2024/08/18;Velora.com;57;2024/10/20;1;33,78;101
RES011494;2024/10/09;Phone;130;2024/10/22;3;133,33;102
RES011495;2024/08/14;Velora.com;301;2024/10/10;3;339,45;107
RES011496;2024/10/01;GDS;497;2024/11/02;3;230,3;108
RES011497;2024/08/26;Velora.com;311;2024/10/01;1;183,2;103
RES011498;2024/09/30;App;275;2024/10/16;1;176,05;105
RES011499;2024/09/24;Phone;27;2024/09/30;3;143,95;102
RES011500;2024/09/24;Velora.com;196;2024/09/24;3;132,14;102
RES011501;2024/09/07;Velora.com;357;2024/09/09;2;193,96;108
RES011502;2024/10/05;At the hotel;273;2024/10/07;4;162,65;106
RES011503;2024/08/14;GDS;427;2024/09/13;3;128,66;105
RES011504;2024/09/24;At the hotel;51;2024/09/24;2;120,58;102
RES011505;2024/07/15;Velora.com;426;2024/09/13;1;253,32;108
RES011506;2024/10/05;GDS;160;2024/10/09;2;153,29;110
RES011507;2024/08/29;GDS;399;2024/09/17;2;236,74;105
RES011508;2024/10/21;At the hotel;486;2024/10/29;2;77,43;107
RES011509;2024/10/17;At the hotel;243;2024/10/18;1;77,37;106
RES011510;2024/09/28;At the hotel;71;2024/10/05;2;33,73;104
RES011511;2024/08/26;Velora.com;53;2024/10/12;1;246,08;108
RES011512;2024/09/25;GDS;311;2024/11/01;3;122,13;108
RES011513;2024/08/28;GDS;179;2024/09/05;1;253,82;110
RES011514;2024/09/27;At the hotel;2;2024/09/28;2;80,12;104
RES011515;2024/10/24;At the hotel;188;2024/10/24;2;115,15;106
RES011516;2024/09/05;At the hotel;454;2024/09/07;2;175,87;102
RES011517;2024/10/06;At the hotel;278;2024/10/25;1;72,28;108
RES011518;2024/10/16;Connected Wholesaler;118;2024/10/17;1;137,35;109
RES011519;2024/09/24;Velora.com;59;2024/10/20;1;107,52;109
RES011520;2024/09/29;GDS;143;2024/10/30;1;118,48;108
RES011521;2024/07/24;Velora.com;96;2024/10/14;2;196;110
RES011522;2024/09/06;Velora.com;160;2024/09/09;3;110,48;101
RES011523;2024/10/24;At the hotel;337;2024/10/25;1;180,48;104
RES011524;2024/10/18;Connected Wholesaler;10;2024/10/18;3;250,78;102
RES011525;2024/09/20;GDS;407;2024/10/23;1;132,53;107
RES011526;2024/08/02;GDS;7;2024/09/05;2;200,16;103
RES011527;2024/09/23;Velora.com;413;2024/09/24;4;171,94;105
RES011528;2024/09/05;GDS;324;2024/09/08;2;98,5;107
RES011529;2024/08/07;At the hotel;396;2024/09/11;3;228,91;101
RES011530;2024/10/02;Velora.com;221;2024/10/02;2;120,48;105
RES011531;2024/08/29;Velora.com;17;2024/10/24;1;102,22;105
RES011532;2024/10/06;At the hotel;307;2024/10/31;1;141,55;101
RES011533;2024/10/22;Phone;183;2024/10/28;1;135,05;101
RES011534;2024/09/24;At the hotel;391;2024/10/07;3;0;108
RES011535;2024/10/31;App;151;2024/11/02;1;124,94;104
RES011536;2024/09/27;GDS;328;2024/10/15;2;120,58;107
RES011537;2024/10/05;At the hotel;101;2024/10/09;2;244,26;106
RES011538;2024/08/11;App;357;2024/09/06;2;145,78;101
RES011539;2024/04/02;Velora.com;133;2024/09/10;2;290,67;110
RES011540;2024/03/06;App;3;2024/10/06;3;120,23;110
RES011541;2024/08/27;Velora.com;84;2024/10/01;1;183,16;108
RES011542;2024/10/04;Phone;85;2024/10/26;1;198,38;110
RES011543;2024/08/02;Phone;370;2024/09/29;1;156,61;110
RES011544;2024/09/21;Velora.com;325;2024/09/24;1;161,44;102
RES011545;2024/10/09;At the hotel;360;2024/10/14;4;145,48;106
RES011546;2024/09/14;At the hotel;277;2024/10/14;2;72,35;101
RES011547;2024/10/10;At the hotel;364;2024/10/15;2;0;108
RES011548;2024/09/14;Velora.com;134;2024/10/15;1;171,29;102
RES011549;2024/09/26;GDS;36;2024/10/14;2;120,58;104
RES011550;2024/09/05;App;476;2024/09/05;1;174,33;105
RES011551;2024/10/24;App;199;2024/11/25;1;120,48;110
RES011552;2024/08/24;Connected Wholesaler;12;2024/09/12;2;163,19;105
RES011553;2024/10/08;Velora.com;333;2024/10/11;3;125,89;105
RES011554;2024/08/21;Velora.com;75;2024/09/15;2;151,26;110
RES011556;2024/09/12;GDS;89;2024/09/24;1;221,99;104
RES011557;2024/09/11;Velora.com;135;2024/09/15;3;137,48;102
RES011558;2024/08/29;Velora.com;340;2024/09/13;1;72,01;103
RES011559;2024/09/26;Velora.com;476;2024/09/26;3;33,99;104
RES011560;2024/08/20;GDS;256;2024/09/12;4;111,18;105
RES011561;2024/09/04;GDS;407;2024/10/06;1;198,38;106
RES011562;2024/07/26;GDS;234;2024/10/20;1;168,66;103
RES011563;2024/09/13;Velora.com;96;2024/10/06;1;103,13;106
RES011564;2024/10/15;At the hotel;63;2024/10/17;3;132,64;105
RES011565;2024/09/11;App;248;2024/09/11;1;183,73;102
RES011566;2024/10/04;At the hotel;44;2024/10/05;2;33,66;104
RES011567;2024/09/11;Velora.com;147;2024/09/13;1;172,85;102
RES011568;2024/08/26;App;24;2024/10/11;1;140,45;109
RES011569;2024/09/26;At the hotel;288;2024/09/27;4;0;104
RES011570;2024/09/12;GDS;67;2024/10/15;3;162,63;101
RES011571;2024/09/25;Connected Wholesaler;62;2024/09/26;1;159,99;104
RES011572;2024/08/05;GDS;263;2024/10/28;1;132,53;110
RES011573;2024/08/24;At the hotel;268;2024/09/07;1;69,28;104
RES011574;2024/08/28;Velora.com;121;2024/09/10;1;131,29;110
RES011575;2024/10/13;Phone;74;2024/10/21;2;172,2;103
RES011576;2024/09/15;GDS;24;2024/10/17;4;108,43;107
RES011577;2024/09/23;At the hotel;398;2024/10/14;2;144,58;110
RES011578;2024/09/20;Velora.com;395;2024/10/13;1;122,03;107
RES011579;2024/04/18;App;110;2024/10/31;4;142,5;108
RES011580;2024/09/16;App;186;2024/09/20;1;168,98;109
RES011581;2024/09/03;GDS;110;2024/10/02;2;160,3;101
RES011582;2024/09/07;Connected Wholesaler;348;2024/09/21;4;114,63;105
RES011583;2024/09/20;App;233;2024/09/21;1;174,09;107
RES011584;2024/08/26;Phone;305;2024/09/27;2;115,66;107
RES011585;2024/07/07;GDS;235;2024/09/10;1;130,5;107
RES011586;2024/10/11;App;471;2024/10/11;1;132,52;104
RES011587;2024/08/21;GDS;49;2024/09/03;3;148,49;103
RES011588;2024/10/24;App;398;2024/10/28;2;109,5;105
RES011589;2024/10/25;At the hotel;357;2024/10/25;1;149,4;109
RES011590;2024/10/11;GDS;486;2024/10/16;4;164,88;103
RES011591;2024/10/06;Velora.com;162;2024/10/09;2;188,47;106
RES011592;2024/09/07;Phone;204;2024/09/16;1;212,52;108
RES011593;2024/10/02;Velora.com;275;2024/10/03;4;165,44;104
RES011594;2024/09/23;App;252;2024/09/29;1;145,99;108
RES011595;2024/10/28;App;426;2024/11/01;1;135,79;105
RES011596;2024/08/22;GDS;75;2024/09/09;2;137,83;108
RES011597;2024/09/05;GDS;391;2024/10/21;3;228,89;109
RES011598;2024/09/08;At the hotel;418;2024/10/14;1;72,28;110
RES011599;2024/07/27;GDS;450;2024/10/03;1;190,34;110
RES011600;2024/10/04;At the hotel;262;2024/10/16;2;33,73;110
RES011601;2024/09/17;Connected Wholesaler;312;2024/09/29;1;87,65;106
RES011602;2024/08/20;Connected Wholesaler;56;2024/10/23;5;134,92;103
RES011603;2024/07/31;GDS;320;2024/09/17;1;198,78;110
RES011604;2024/10/24;At the hotel;479;2024/10/25;2;150,59;106
RES011605;2024/09/15;Velora.com;280;2024/09/27;2;109,12;104
RES011606;2024/07/24;Phone;33;2024/10/28;2;33,81;102
RES011607;2024/10/08;GDS;161;2024/10/31;1;102,41;108
RES011608;2024/07/19;GDS;331;2024/09/25;2;150,4;102
RES011609;2024/09/05;App;99;2024/09/11;1;127,97;110
RES011610;2024/10/09;App;42;2024/10/13;1;101,41;107
RES011611;2024/10/26;GDS;221;2024/10/30;2;152,66;106
RES011612;2024/10/16;At the hotel;255;2024/10/18;2;168,66;105
RES011613;2024/09/13;GDS;1;2024/10/20;1;257,96;105
RES011614;2024/08/11;GDS;489;2024/09/17;1;82,6;105
RES011615;2024/07/20;GDS;362;2024/10/15;2;118,79;107
RES011616;2024/09/15;At the hotel;390;2024/09/18;1;77,43;110
RES011617;2024/08/20;App;309;2024/09/27;1;157,57;104
RES011618;2024/09/21;Velora.com;185;2024/10/19;1;165,62;109
RES011619;2024/08/12;GDS;280;2024/09/05;3;153,94;107
RES011620;2024/09/06;GDS;351;2024/10/10;1;160,91;102
RES011621;2024/10/11;GDS;191;2024/10/20;2;111,18;108
RES011622;2024/09/17;At the hotel;391;2024/09/18;2;0;110
RES011623;2024/09/03;At the hotel;153;2024/09/03;1;168,32;104
RES011624;2024/10/20;Velora.com;390;2024/10/26;3;127,74;108
RES011625;2024/10/08;Phone;233;2024/10/28;3;192,51;107
RES011626;2024/09/02;GDS;235;2024/09/21;1;126,49;104
RES011627;2024/09/26;Velora.com;379;2024/10/18;2;143,79;107
RES011628;2024/10/16;Velora.com;223;2024/11/18;1;33,78;105
RES011629;2024/09/02;Phone;472;2024/09/26;1;207,79;107
